# num_ytids=2041789, num_segs=2041789, num_unique_labels=527, num_positive_labels=4020212
# YTID, start_seconds, end_seconds, positive_labels
5OthA-WxqkU,30.0,40.0,"/m/02mk9,/m/07r04,/m/07yv9,/t/dd00067,/t/dd00129"
EFVHpjWAGHc,90.0,100.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
OrzNfjh3NA4,0.0,10.0,"/m/01bjv,/m/07yv9,/t/dd00129"
1JYkgblklN8,230.0,240.0,/t/dd00129
EP7K6jtsDvg,380.0,390.0,"/m/09x0r,/m/0ytgt,/t/dd00129"
2Bdc_YZBn_8,400.0,410.0,"/m/07r04,/m/07yv9,/t/dd00129"
BHgtuvxgoVU,460.0,470.0,"/m/07rkbfh,/m/09x0r,/t/dd00129"
L2Me9l7YueM,20.0,30.0,"/m/09b5t,/m/09x0r,/t/dd00129"
GmSr3IP5RhA,30.0,40.0,"/m/09x0r,/t/dd00129"
0Ves7j3VhtA,80.0,90.0,"/m/09x0r,/t/dd00129"
A-ecc4GuQE8,300.0,310.0,"/m/09x0r,/t/dd00129"
AtD5jG13378,80.0,90.0,"/m/07yv9,/m/0k4j,/t/dd00129"
6HBqUJ2YBtM,250.0,260.0,"/m/07yv9,/m/09x0r,/t/dd00129"
DIXxDQCCAIk,20.0,30.0,"/m/07yv9,/t/dd00129"
Ibe1rLfLGcw,460.0,470.0,"/m/09x0r,/t/dd00125,/t/dd00129"
AOX3Ec-MwQE,20.0,30.0,"/m/04rlf,/m/09x0r,/t/dd00013,/t/dd00129"
4_EgVpwwuL0,30.0,40.0,/t/dd00129
JxfefOj4-ZA,270.0,280.0,"/m/04rlf,/m/09x0r,/t/dd00129"
IhXKsh4sgeg,80.0,90.0,/t/dd00129
302BEPmRkyM,130.0,140.0,"/m/09x0r,/t/dd00129"
NveYYs_7V60,1.0,11.0,"/m/015p6,/m/0h0rv,/t/dd00129"
8YrBxRQfgFw,430.0,440.0,"/m/09x0r,/t/dd00129"
GGJ2qH_v3eY,0.0,10.0,"/m/04rlf,/t/dd00129"
18FvoLGXBEc,500.0,510.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00129"
4OWs0gs7rHY,30.0,40.0,"/m/015p6,/m/09x0r,/m/0h0rv,/t/dd00129"
AJrxRFJXBtg,400.0,410.0,"/m/04_sv,/m/07yv9,/t/dd00129"
2HDVhX7PZHg,80.0,90.0,"/m/04rlf,/t/dd00129"
BrQz_0O0qlY,470.0,480.0,"/m/09ct_,/m/09x0r,/m/0k5j,/t/dd00129"
4NiQlXvL7PM,350.0,360.0,"/m/019jd,/m/06q74,/t/dd00129"
IVrErotAG_o,50.0,60.0,"/m/07pb8fc,/t/dd00129"
MhfcH86KUbw,300.0,310.0,"/g/122z_qxw,/m/026t6,/m/04rlf,/m/04szw,/t/dd00129"
CYY0VQAJzwY,70.0,80.0,"/m/020bb7,/t/dd00129"
BX4Vazec0oM,30.0,40.0,"/m/09x0r,/t/dd00129"
MPfnSaOw-kU,40.0,50.0,"/m/04zjc,/m/09x0r,/t/dd00129"
KKNsUam4v40,10.0,20.0,/t/dd00129
N5ixIiPcyJI,50.0,60.0,"/m/09x0r,/t/dd00013,/t/dd00129"
Hm-BpPw8rcQ,290.0,300.0,"/m/07yv9,/m/0k4j,/t/dd00129"
ApOygPhPGns,10.0,20.0,"/m/09x0r,/t/dd00129"
P1xpqL04cA8,110.0,120.0,"/m/09x0r,/t/dd00129"
Ljr9zAIXqCE,10.0,20.0,"/m/09x0r,/t/dd00129"
0JjNJJ13AUI,50.0,60.0,"/m/04cvmfc,/t/dd00129"
1nr7CfiEKr4,180.0,190.0,"/m/04rlf,/m/09x0r,/t/dd00129"
JlEjjortrPs,10.0,20.0,"/m/09x0r,/t/dd00129"
3Mny3XYVV1Y,100.0,110.0,/t/dd00129
CoRFoy7HUF4,30.0,40.0,/t/dd00129
K0wjMnS-HSc,30.0,40.0,"/m/09x0r,/m/0jbk,/t/dd00129"
0X4wVRwbWfA,120.0,130.0,"/m/04rlf,/m/09x0r,/t/dd00129"
KgTRhzg3Nbc,270.0,280.0,"/m/09x0r,/t/dd00129"
CYFVGDObO9s,10.0,20.0,"/m/07yv9,/t/dd00066,/t/dd00129"
6EjIlSFtfU0,60.0,70.0,"/m/01yg9g,/m/02mk9,/m/07yv9,/t/dd00129"
7FOgM_RRbUU,50.0,60.0,"/m/019jd,/m/056ks2,/m/07yv9,/m/09x0r,/t/dd00129"
5sy-Fg4wo28,420.0,430.0,"/m/015p6,/t/dd00129"
Hg1cOLGOmPU,160.0,170.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
1dnqsbIJpVU,90.0,100.0,"/m/07yv9,/t/dd00129"
EiTyOHk6iRo,160.0,170.0,"/m/07r04,/m/07yv9,/m/09x0r,/t/dd00129"
-0cvcnYK5k4,260.0,270.0,"/m/07r04,/m/07yv9,/m/09x0r,/t/dd00129"
KRvLebIrPD0,30.0,40.0,"/m/05zppz,/m/09x0r,/t/dd00129"
11V4ODXv58g,30.0,40.0,/t/dd00129
NkKmkt5-0Bo,70.0,80.0,"/m/04rlf,/m/09x0r,/m/0jbk,/t/dd00129"
NGY2qZRGzF8,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00129"
JRHMw2TccfY,20.0,30.0,"/m/04rlf,/t/dd00129"
6XgdhDzMtO0,0.0,10.0,"/m/04_sv,/m/07yv9,/t/dd00129"
JAaHBWaPx1Q,210.0,220.0,"/m/09x0r,/t/dd00129"
-HDQgD2dOvY,40.0,50.0,"/m/04rlf,/m/09x0r,/t/dd00129"
HyFVICI9cMY,370.0,380.0,"/m/04rlf,/m/09x0r,/t/dd00129"
3DWlV9xjLu0,30.0,40.0,/t/dd00129
OEk5NwTWRlA,210.0,220.0,"/m/068zj,/m/09x0r,/m/0jbk,/t/dd00129"
N-Lz0QbP1lI,10.0,20.0,"/m/028v0c,/m/05x_td,/m/07yv9,/m/09x0r,/t/dd00129"
ADL6_3J0Q_o,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00129"
I8py7rJGMLQ,0.0,10.0,"/m/07r04,/m/07yv9,/t/dd00129"
JJgiVgAbvZU,30.0,40.0,"/m/02mk9,/m/07yv9,/t/dd00067,/t/dd00129"
4zumLdexwV4,90.0,100.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
3YmUp7f8GGA,30.0,40.0,"/m/015p6,/m/09x0r,/m/0h0rv,/t/dd00129"
J27n-YMINIY,230.0,240.0,"/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00129"
GwW55imwaBA,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00129"
3H5UWgKLJBw,30.0,40.0,/t/dd00129
FLKyDoPFElc,20.0,30.0,"/m/04_sv,/m/04rlf,/m/07yv9,/m/09x0r,/t/dd00129"
CARFSRnRTRQ,10.0,20.0,"/m/09x0r,/m/0jbk,/t/dd00129"
L3DXExXDRtM,100.0,110.0,"/m/03fwl,/m/068hy,/m/0jbk,/t/dd00129"
Dw9aJtbYWuk,580.0,590.0,"/m/09x0r,/t/dd00129"
OaYynT1OTdc,30.0,40.0,"/m/09x0r,/t/dd00129"
3MEzaiDzL38,30.0,40.0,"/m/09x0r,/t/dd00129"
D3x35fS2jpc,30.0,40.0,"/m/09x0r,/t/dd00129"
39-C1cH6nCg,240.0,250.0,"/m/09x0r,/t/dd00129"
NtducqsKLGg,370.0,380.0,"/m/06_fw,/t/dd00129"
4I0EVrpKv4k,330.0,340.0,"/m/09x0r,/t/dd00129"
OFOSa9N8HSk,160.0,170.0,"/m/09x0r,/t/dd00125,/t/dd00129"
8Xl45_pbmF8,130.0,140.0,/t/dd00129
3F1xYsLECyc,30.0,40.0,"/m/015p6,/m/09x0r,/t/dd00129"
1ADHWoR3gF4,60.0,70.0,"/m/04rlf,/m/09x0r,/t/dd00129"
4zEAMdwQ9_M,30.0,40.0,"/m/09x0r,/m/0jbk,/t/dd00129"
JKBhbAMNOJk,30.0,40.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00129"
EWUP_Q-FIoU,0.0,10.0,"/m/05kq4,/t/dd00129"
-aec_pGW3QE,400.0,410.0,"/m/0cj0r,/t/dd00129"
KU7Ku51Cnp8,200.0,210.0,"/m/06q74,/m/09x0r,/t/dd00129"
10OMEADjJbc,30.0,40.0,"/m/09x0r,/m/0jbk,/t/dd00129"
7lSkdA5iuO0,210.0,220.0,"/m/09x0r,/t/dd00129"
EkUxnD0A3WQ,370.0,380.0,/t/dd00129
2Ryd3PHzOIs,50.0,60.0,"/m/04rlf,/m/09x0r,/t/dd00129"
LxsW9H_nXyg,10.0,20.0,/t/dd00129
0w2qZF0G9TY,30.0,40.0,"/m/028v0c,/t/dd00129"
BtPCaUi0JpU,130.0,140.0,"/m/06wzb,/m/09x0r,/t/dd00129"
B_hfGxdUJ2Q,590.0,600.0,"/m/07yv9,/m/09x0r,/t/dd00129"
JnN0_1cdBLg,20.0,30.0,"/m/09x0r,/t/dd00129"
HDSB3zvhCgg,70.0,80.0,"/m/09x0r,/t/dd00129"
1tLnOrHYiyU,30.0,40.0,"/m/09x0r,/t/dd00129"
JYUhz4yXnNw,270.0,280.0,"/m/09x0r,/t/dd00129"
BQiXqiYm4Ng,100.0,110.0,"/m/07yv9,/m/0k4j,/t/dd00129"
8n6-2u-SSI0,140.0,150.0,"/m/07q2z82,/m/07yv9,/m/09x0r,/t/dd00066,/t/dd00129"
0Oj4Omqa490,230.0,240.0,"/m/04rlf,/m/09x0r,/t/dd00129"
OaxOJgQVGSo,160.0,170.0,"/m/09x0r,/t/dd00129"
BRutyudKOtI,10.0,20.0,"/m/019jd,/m/07yv9,/m/09x0r,/t/dd00129"
7IF1ye9w32Y,170.0,180.0,"/m/07yv9,/t/dd00129"
3_WdrUKxJig,10.0,20.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
JzYQNOHnJCI,470.0,480.0,"/m/025rv6n,/m/09x0r,/t/dd00129"
9YRD83Ummyg,440.0,450.0,"/m/015p6,/m/020bb7,/t/dd00129"
4gR-WXP_2UE,140.0,150.0,"/m/04rlf,/m/09x0r,/t/dd00129"
Nu_QtPeR1_M,0.0,10.0,"/m/09x0r,/t/dd00129"
LezWdA05PJ0,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00129"
IiADpL8p80A,120.0,130.0,"/m/04rlf,/m/07q5rw0,/m/09x0r,/t/dd00129"
-BIuMd0jCjU,10.0,20.0,"/m/07yv9,/m/09ct_,/m/0k5j,/t/dd00129"
1vc-v0vE4wA,40.0,50.0,"/m/015p6,/m/09x0r,/t/dd00129"
-wdawon1QQc,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00129"
Irxt8MU94yM,130.0,140.0,"/m/04rlf,/m/09x0r,/t/dd00129"
-DW9H1qZpjE,30.0,40.0,"/m/09x0r,/t/dd00129"
1L0s2u1wObA,30.0,40.0,"/m/04rlf,/t/dd00129"
CHP63qR0BPU,80.0,90.0,"/m/09x0r,/t/dd00129"
2o9LaC_Mxsw,170.0,180.0,"/m/09x0r,/t/dd00129"
1IoHRTUp86c,70.0,80.0,"/m/07yv9,/m/0k5j,/t/dd00129"
DnhjGPhvsIo,150.0,160.0,"/m/09x0r,/t/dd00129"
7Ss7Hl2w3ys,110.0,120.0,"/m/09ct_,/t/dd00129"
6nyekodOcY4,410.0,420.0,"/m/04rlf,/t/dd00129"
C8TFRf3-cC4,0.0,6.0,"/m/0912c9,/m/09x0r,/t/dd00129"
CYEh57ilP0k,260.0,270.0,"/m/07p6mqd,/m/09x0r,/t/dd00129"
Cu7hEDd8OLM,160.0,170.0,"/m/09x0r,/t/dd00129"
OknFcoa6Srk,90.0,100.0,"/m/09x0r,/m/0j6m2,/t/dd00129"
FKF5JiWdwS0,10.0,20.0,"/m/07yv9,/m/0k4j,/t/dd00129"
87mnvBnjPto,90.0,100.0,"/m/09x0r,/t/dd00129"
E0gHzmKGYjY,50.0,60.0,"/m/07yv9,/t/dd00129"
2WsnCUKcs_Y,130.0,140.0,"/m/09x0r,/t/dd00129"
Kj2iMNCXaio,220.0,230.0,"/m/028v0c,/m/09x0r,/t/dd00129"
5Xq8cxXthm4,20.0,30.0,"/m/04rlf,/t/dd00129"
HnzQY3Zujv4,360.0,370.0,"/m/09x0r,/t/dd00129"
I8z4VdXsAUc,160.0,170.0,"/m/09x0r,/t/dd00129"
LePZndaYioc,60.0,70.0,/t/dd00129
D-K0ZXt1hKU,0.0,10.0,"/m/04_sv,/m/07yv9,/t/dd00129"
KBw4F4UdWVI,20.0,30.0,"/m/04rlf,/m/0dbvp,/t/dd00129"
IOJ-Frm4ySQ,30.0,40.0,"/m/015p6,/m/09x0r,/t/dd00129"
4v-tPG9wPVM,390.0,400.0,"/m/09x0r,/t/dd00129"
3SUpC88Hh-s,20.0,30.0,"/m/07yv9,/m/0k4j,/t/dd00129"
Olw3b0BNjHo,100.0,110.0,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00129"
177a0pYe9jA,30.0,40.0,"/m/09x0r,/m/0jbk,/t/dd00129"
D4mbt4n9w3E,120.0,130.0,"/m/07yv9,/m/0k4j,/t/dd00129"
3sl9RuTqePE,50.0,60.0,"/m/07yv9,/m/0k4j,/t/dd00129"
EnsbcxNAJeM,70.0,80.0,"/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00129"
8q4gwNqU2As,30.0,40.0,"/m/09x0r,/t/dd00129"
ItxKf2UVZfU,300.0,310.0,"/m/07yv9,/t/dd00129"
JcYteEJkft0,10.0,20.0,"/m/014yck,/m/09x0r,/t/dd00129"
2_t-5YAU5HM,250.0,260.0,"/m/09x0r,/t/dd00129"
KcmREPrzwqw,6.0,16.0,"/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00129"
8CbznktWCG8,150.0,160.0,"/m/04rlf,/m/06w87,/t/dd00129"
EEiy_mNMYDc,260.0,270.0,"/m/015lz1,/m/04rlf,/t/dd00129"
4HIxaWZEKCk,20.0,30.0,"/m/09x0r,/t/dd00129"
3PoAN6PXp3A,290.0,300.0,"/m/0838f,/m/09x0r,/t/dd00129"
5E6K99j68ZY,80.0,90.0,"/m/03vt0,/m/09x0r,/t/dd00129"
Gwdw089WXlk,200.0,210.0,"/m/07yv9,/t/dd00129"
EJ0qooRiHrI,30.0,40.0,"/m/015p6,/t/dd00129"
4YjQSu9K_RU,20.0,30.0,"/m/09x0r,/t/dd00129"
87p4pHLL5cQ,100.0,110.0,"/m/09x0r,/t/dd00129"
E7XaZtFSiZA,60.0,70.0,"/m/05tny_,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/t/dd00129"
48BQwUpDOwI,30.0,40.0,"/m/0h0rv,/m/0jbk,/t/dd00129"
14QzxT9Lz7c,30.0,40.0,"/m/09x0r,/t/dd00129"
G4qL26YnEGQ,550.0,560.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00129"
HefMYWuegFI,0.0,10.0,"/m/04rlf,/m/09x0r,/t/dd00129"
33hWHMvTG0M,90.0,100.0,/t/dd00129
4j2KuWhT_Ss,0.0,10.0,"/m/01j4z9,/m/04rlf,/m/07k1x,/t/dd00129"
4mrqGNpoRbY,30.0,40.0,"/m/09x0r,/t/dd00129"
3UK1sqQPKVk,0.0,10.0,"/m/09x0r,/t/dd00129"
BUSZsfxSNXY,100.0,110.0,"/m/09x0r,/t/dd00129"
BE2ZfsPa8c4,480.0,490.0,"/m/07yv9,/t/dd00129"
84xbmUql4rE,30.0,40.0,"/m/015p6,/m/09x0r,/t/dd00129"
LT0I6OmH4cQ,130.0,140.0,"/m/04rlf,/m/09x0r,/t/dd00129"
GdnvecDgMn4,240.0,250.0,"/m/04rlf,/m/09x0r,/t/dd00129"
7OkEHGTyu4Q,30.0,40.0,"/m/09x0r,/t/dd00129"
Dpxqw8Mcwfs,0.0,10.0,"/m/07yv9,/t/dd00129"
LOCLwa_a9_Y,250.0,260.0,/t/dd00129
HEc_wRifqFc,10.0,20.0,"/m/07yv9,/m/09x0r,/t/dd00129"
85dSg6bLJZk,190.0,200.0,"/m/09x0r,/t/dd00129"
6oLMvQHYc-k,150.0,160.0,"/m/04rlf,/m/07yv9,/m/09x0r,/t/dd00129"
2u1dax21SGo,340.0,350.0,"/m/0199g,/m/03m9d0z,/m/07yv9,/t/dd00129"
4SH2TIDENqc,220.0,230.0,"/m/09x0r,/t/dd00129"
Gk_HK5dBU6M,270.0,280.0,"/m/09x0r,/t/dd00129"
KfmhMEkVHK4,30.0,40.0,"/m/04rlf,/m/06h7j,/t/dd00129"
B_qp0rNvI6I,240.0,250.0,"/m/0199g,/m/04rlf,/m/07yv9,/m/09x0r,/t/dd00129"
5o_EYD_obd4,0.0,10.0,/t/dd00129
NI92slSfZIc,0.0,9.0,"/m/0jbk,/t/dd00129"
83L5-1ayr8Y,9.0,19.0,"/m/06h7j,/m/0jbk,/t/dd00129"
OItjsrXA1sM,90.0,100.0,"/m/09x0r,/t/dd00129"
BZMdkD2_aks,550.0,560.0,"/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00129"
HESe8p_IbR0,0.0,10.0,"/m/07yv9,/t/dd00129"
7KMz7sX_03M,30.0,40.0,"/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00129"
9xj6h9TEQ2g,100.0,110.0,"/m/09x0r,/t/dd00129"
3ZnyypQXYp8,11.0,21.0,/t/dd00129
4_55SnLgXEk,20.0,30.0,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00129"
K1iUeVf2Onk,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00129"
DePYAisxpVQ,0.0,10.0,"/m/09x0r,/t/dd00125,/t/dd00129"
HcOPaXgqc80,350.0,360.0,"/m/09x0r,/t/dd00129"
FtR1AXlDk5k,0.0,10.0,"/m/07yv9,/t/dd00129"
1rIbhd4sOZQ,320.0,330.0,"/m/09x0r,/t/dd00129"
0TqC-iikOKY,10.0,20.0,"/m/07pb8fc,/m/07r04,/m/07yv9,/t/dd00129"
7x1SG8GcjCo,0.0,10.0,"/m/04rlf,/m/09x0r,/t/dd00129"
D5X0RxGMDlQ,10.0,20.0,"/m/07yv9,/t/dd00129"
LA80-3zrntU,50.0,60.0,"/m/09x0r,/t/dd00129"
AmBiJNawejI,30.0,40.0,"/m/015p6,/m/09x0r,/m/0h0rv,/t/dd00129"
3pC5lmzdD7Y,400.0,410.0,"/m/09x0r,/t/dd00129"
1O2tsMx1SzM,30.0,40.0,"/m/07r04,/m/07yv9,/t/dd00129"
EVDXTR2T1B0,0.0,10.0,"/m/09x0r,/t/dd00125,/t/dd00129"
7ihdLZi-nIw,380.0,390.0,"/m/09x0r,/t/dd00129"
8Vl_44cEq_I,230.0,240.0,"/m/02mk9,/m/083vt,/t/dd00129"
9bpuvJvBJDY,30.0,40.0,"/m/07yv9,/t/dd00129"
NXgaNRwyBJE,240.0,250.0,"/m/04rlf,/t/dd00129"
9upLtceYDkY,30.0,40.0,"/m/09x0r,/t/dd00129"
8z0yQgZ5ey4,20.0,30.0,"/m/01d380,/m/07k1x,/m/09x0r,/t/dd00129"
7yWxqxcmsxY,100.0,110.0,"/m/04rlf,/m/09x0r,/t/dd00129"
HZZCg5phKpA,400.0,410.0,"/m/07rkbfh,/m/09x0r,/t/dd00129"
P4W4rFlmsoQ,130.0,140.0,"/m/09x0r,/t/dd00129"
0vc9t6MPfv4,30.0,40.0,"/m/04rlf,/t/dd00129"
DYWqyVfqKxU,30.0,40.0,"/m/09x0r,/t/dd00129"
DxTTAzNbd94,10.0,20.0,"/m/09x0r,/t/dd00129"
2W_JoZfPUjs,260.0,270.0,"/m/09x0r,/t/dd00129"
Fm879BXdpGg,360.0,370.0,"/m/04rlf,/t/dd00129"
HsadICJqoS0,40.0,50.0,"/m/04rlf,/t/dd00129"
G072rDiRb3Q,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128,/t/dd00129"
K0-x7R89YGc,80.0,90.0,"/m/04rlf,/t/dd00129"
CXA8AG7qzUY,10.0,20.0,"/m/06d_3,/m/07jdr,/m/07qv_d5,/m/07yv9,/t/dd00129"
E_zhJG_n95s,110.0,120.0,"/m/09x0r,/t/dd00129"
FpwtNUX45qU,30.0,40.0,"/m/078jl,/m/0jbk,/t/dd00129"
3BRxhv_LIjk,20.0,30.0,/t/dd00129
I_p1EFF5xOc,260.0,270.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
B_C3WMGdwiA,420.0,430.0,"/m/07yv9,/m/09ct_,/t/dd00129"
CUWVOZrmaMk,450.0,460.0,"/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00129"
9PaMaEUM0YU,80.0,90.0,"/m/04rlf,/m/09x0r,/t/dd00129"
CS73ISryQkQ,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00129"
9FmxPqqfqG0,400.0,410.0,/t/dd00129
DTlkKcMJfTc,40.0,50.0,/t/dd00129
NAmKMDXNG0I,80.0,90.0,"/m/09x0r,/t/dd00129"
LdaBtJVLIqY,90.0,100.0,/t/dd00129
AN9XCjY89J8,10.0,20.0,/t/dd00129
IvS1uoN4nrw,210.0,220.0,/t/dd00129
Hki_eLCBTFI,30.0,40.0,"/m/09x0r,/t/dd00129"
4F_vsLaIoZs,10.0,20.0,"/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00129"
IAuxqmbw8Rk,50.0,60.0,"/m/07yv9,/t/dd00129"
IhV8buPBRHU,10.0,20.0,"/m/09x0r,/t/dd00129"
Fd_tzBN1KEc,0.0,9.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
7vxpg-xn2CA,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00126,/t/dd00129"
3ZXSKpVbxBU,110.0,120.0,"/m/07r04,/m/07yv9,/m/09x0r,/t/dd00129"
ByZpAeHmZaE,50.0,60.0,"/m/09x0r,/t/dd00129"
NMF6UQMSv4M,110.0,120.0,"/m/07r04,/m/07yv9,/m/09x0r,/t/dd00129"
CQGlm9_0ODA,250.0,260.0,/t/dd00129
FAl7Nz7EwEk,290.0,300.0,"/m/04_sv,/m/07yv9,/t/dd00129"
6ePN2k4s0WE,50.0,60.0,"/m/0jbk,/t/dd00129"
B0VhbByVYHw,210.0,220.0,"/m/05kq4,/t/dd00129"
9z0Vdo508TE,260.0,270.0,"/m/09x0r,/t/dd00129"
EOhWP3FAoYU,410.0,420.0,"/m/09x0r,/t/dd00129"
DjsMowAKJKU,440.0,450.0,"/m/09x0r,/t/dd00129"
EuOBd3UD2pY,30.0,40.0,"/m/09x0r,/t/dd00129"
HcBWGFYaVMU,580.0,590.0,"/m/09x0r,/t/dd00129"
5sEdowqRf_A,30.0,40.0,"/m/09x0r,/t/dd00129"
4TQLix1qw1g,150.0,160.0,"/m/04rlf,/t/dd00129"
LGFTaBPomqw,420.0,430.0,"/m/04rlf,/m/09x0r,/t/dd00125,/t/dd00129"
6-rz4Lkn92Q,310.0,320.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00129"
H1DeUCcLKB0,10.0,20.0,"/m/04rlf,/t/dd00129"
Oi6oQnp6BIw,450.0,460.0,"/m/04rlf,/t/dd00129"
EvfmQnkeUpE,110.0,120.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00129"
BHtzpCySsU8,15.0,25.0,"/m/09x0r,/t/dd00129"
EIVrx285MqQ,30.0,40.0,"/m/07yv9,/m/0k4j,/t/dd00129"
0G-jw2qDfkY,60.0,70.0,"/m/09x0r,/t/dd00129"
00_OJlmDdiA,120.0,130.0,"/m/09x0r,/m/0ytgt,/t/dd00129"
AteDYkKpF90,30.0,40.0,"/m/09x0r,/t/dd00129"
AooTwgJ_ins,80.0,90.0,"/m/07yv9,/m/0k4j,/t/dd00129"
92RFeHg2j7Q,200.0,210.0,"/m/015lz1,/m/04rlf,/m/0l14jd,/t/dd00129"
0bgKwn1tfSw,30.0,40.0,"/m/04rlf,/t/dd00129"
3k_p9BIh8pU,120.0,130.0,"/m/04rlf,/m/09x0r,/t/dd00129"
J5YGV5AD8-8,560.0,570.0,"/m/09x0r,/t/dd00129"
BTKFlxiv0Do,240.0,250.0,"/m/09x0r,/t/dd00129"
63nrfsl4YDk,380.0,390.0,"/m/09x0r,/t/dd00129"
FyFS_mqri1k,310.0,320.0,"/m/02l6bg,/m/07yv9,/t/dd00129"
LvDbeTFPPyM,490.0,500.0,"/m/09x0r,/t/dd00129"
Jswv1k64BZs,500.0,510.0,"/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
O9KlX04s0cQ,130.0,140.0,"/m/09x0r,/t/dd00129"
27w-cPkO4tE,30.0,40.0,"/m/09x0r,/t/dd00129"
MEau-oXL4Xs,40.0,50.0,"/m/0jbk,/t/dd00129"
O7VXMSuP5xw,110.0,120.0,"/m/09x0r,/t/dd00129"
IYAKK4-73mo,20.0,30.0,"/m/09x0r,/t/dd00129"
92hfbXOrJek,30.0,40.0,"/m/05zppz,/m/09x0r,/t/dd00129"
7GvTUXZ2-hc,30.0,40.0,/t/dd00129
9PdsXZ8Ixmg,30.0,40.0,"/m/015p6,/m/09x0r,/t/dd00129"
P-Mg9nvW0yQ,17.0,27.0,"/m/09x0r,/t/dd00129"
KzlJo2n-mHc,260.0,270.0,"/m/04_sv,/m/07yv9,/t/dd00129"
A2gOdZ8ux14,60.0,70.0,/t/dd00129
6cERXax5VoY,30.0,40.0,"/m/04rlf,/t/dd00129"
EnFDjKmhPoE,250.0,260.0,"/m/09x0r,/t/dd00129"
LLucaHIkSPg,0.0,10.0,"/m/09x0r,/m/0jbk,/t/dd00129"
-tcIPuhZbM4,110.0,120.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00129"
NAueUBbmkd8,330.0,340.0,"/m/09x0r,/t/dd00129"
GcCdQO0e13g,170.0,180.0,"/m/015p6,/t/dd00129"
HApzq6dOZ4A,30.0,40.0,"/m/09x0r,/t/dd00129"
F5G8Rkl7LxE,350.0,360.0,"/m/09x0r,/t/dd00129"
9aCjBwysKzA,19.0,29.0,/t/dd00129
1HJoynJN-NY,210.0,220.0,"/m/07qfr4h,/m/09x0r,/t/dd00129"
8wemIA9dumA,30.0,40.0,/t/dd00129
4uluVb1iNy0,30.0,40.0,/t/dd00129
0irxtsd3mvw,130.0,140.0,"/m/09t49,/t/dd00129"
Lzuip-_jfsQ,30.0,40.0,"/m/09x0r,/t/dd00129"
5Ush-D0541c,120.0,130.0,"/m/09x0r,/t/dd00129"
6ncYO0-f05g,550.0,560.0,"/m/09x0r,/t/dd00129"
5xoVnBmAbnU,0.0,10.0,"/m/028v0c,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128,/t/dd00129"
9UwATok40eA,40.0,50.0,"/m/05kq4,/m/07p6mqd,/t/dd00129"
1xVNqphYOJs,20.0,30.0,/t/dd00129
G5hM1U6m1A4,100.0,110.0,"/m/09x0r,/t/dd00129"
LChQQi1QyjY,30.0,40.0,"/m/05zppz,/m/09x0r,/t/dd00129"
1MXrs9sd660,30.0,40.0,"/m/04rlf,/m/0jbk,/t/dd00129"
K0g1jDB3EUc,30.0,40.0,"/m/015p6,/m/0h0rv,/m/0jbk,/t/dd00129"
D3rtGSibdag,30.0,40.0,"/m/09x0r,/t/dd00129"
P-c1UN9WHrU,190.0,200.0,"/m/020bb7,/m/09x0r,/t/dd00129"
7GPvhlGShLc,90.0,100.0,"/m/09x0r,/t/dd00129"
APr8_w__Rho,0.0,3.0,"/m/09x0r,/t/dd00129"
